arc_id,arc_name,reading_order,series,issue_number,role,priority,collecting_status,ownership_status,owned_copy_count,matched_collection_rows,matched_formats,matched_notes,edition_review,source_url,notes
long_halloween_family,Long Halloween Family,001,Batman: Legends of the Dark Knight Halloween Special,1,prequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Haunted_Knight,Haunted Knight prequel one-shot collected as Fears.
long_halloween_family,Long Halloween Family,002,Batman: Madness - A Legends of the Dark Knight Halloween Special,1,prequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Haunted_Knight,Haunted Knight prequel one-shot.
long_halloween_family,Long Halloween Family,003,Batman: Ghosts - A Legends of the Dark Knight Halloween Special,1,prequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Haunted_Knight,Haunted Knight prequel one-shot.
long_halloween_family,Long Halloween Family,010,Batman: The Long Halloween,1,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,011,Batman: The Long Halloween,2,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,012,Batman: The Long Halloween,3,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,013,Batman: The Long Halloween,4,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,014,Batman: The Long Halloween,5,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,015,Batman: The Long Halloween,6,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,016,Batman: The Long Halloween,7,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,017,Batman: The Long Halloween,8,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
